都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険サービスの指定状況,障害福祉サービスの指定状況,備考
202011,2090100633,長野県,長野市,グリーンヒル,グリーンヒル,地域密着型介護老人福祉施設入所者生活介護,長野県長野市篠ノ井布施五明1973番地,,36.574075000000000,138.117001299999970,026-293-6077,026-293-6022,4100005001681,社会福祉法人　四徳会,2090100633,,,,,,,,
202011,2090100435,長野県,長野市,稲里ふれあい荘,イナサトフレアイソウ,地域密着型介護老人福祉施設入所者生活介護,稲里町田牧659番地1,,36.594610800000000,138.168277699999980,026-283-3611,026-283-3622,,社会福祉法人新志福祉会,2090100435,,,29,http://www.fureaiso.com,,,,
202011,2090100518,長野県,長野市,グリーンヒル篠ノ井中央館,グリーンヒルシノノイチュウオウカン,地域密着型介護老人福祉施設入所者生活介護,長野市篠ノ井布施高田６９２－１,,36.578984992178860,138.143382141664120,026-299-3011,026-299-6055,4100005001681,社会福祉法人四徳会,2090100518,,,0,http://www.valley.ne.jp/~greenhil/g_chuou.html,,,,
202011,2090100617,長野県,長野市,富竹の里和み,トミタケノサトナゴミ,地域密着型介護老人福祉施設入所者生活介護,長野県長野市大字富竹1621番地,,36.672641279287426,138.257359916008030,026-296-7383,026-296-7384,,社会福祉法人光仁会富竹の里,2090100617,,,20,http://tomitake-carenet.com/,,,,
202011,2090100591,長野県,長野市,第２ふれあい荘,ダイニフレアイソウ,地域密着型介護老人福祉施設入所者生活介護,長野市松代町西寺尾1000番地,,36.575330500000000,138.196447300000040,026-278-5600,026-278-5606,3100005001674,社会福祉法人　新志福祉会,2090100591,,,0,https://fureaiso.shinshi-fukushi.com/,,,,
202011,2090100849,長野県,長野市,しるばーはうすれいんぼー,シルバーハウスレインボー,地域密着型介護老人福祉施設入所者生活介護,長野市豊野石749-3,,36.700181600000000,138.259260499999980,026-219-1208,026-219-1238,4100005002060,しゃかいふくしほうじんはーもにふくしかい,2090100849,,,0,,,,,
202011,2090100336,長野県,長野市,地域密着型介護老人福祉施設博仁会川中島桜荘,ハクジンカイカワナカジマサクラソウ,地域密着型介護老人福祉施設入所者生活介護,長野市川中島町今里字石原1034-1,,36.602321646001730,138.142735699694160,026-254-6606,026-254-6610,,社会福祉法人博仁会,2090100336,,,0,,,,,
202011,2090100807,長野県,長野市,地域密着型特別養護老人ホーム　栗田の里,チイキミッチャクガタトクベツヨウゴロウジンホーム　クリタノサト,地域密着型介護老人福祉施設入所者生活介護,長野市栗田747-6,,36.639060007279820,138.199133195106470,026-219-3880,026-219-3881,,社会福祉法人長野南福祉会,2090100807,,,0,http://www.minamifukushi.or.jp/,,,,
202011,2090100609,長野県,長野市,地域密着型介護老人福祉施設博仁会篠ノ井桜荘,チイキミッチャクガタカイゴロウジンフクシシセツハクジンカイシノノイサクラソウ,地域密着型介護老人福祉施設入所者生活介護,長野県長野市篠ノ井二ツ柳字大当1535-1,,36.569334100000000,138.129033599999960,026-293-0088,026-293-0373,,社会福祉法人博仁会,2090100609,,,0,http://w2.avis.ne.jp/~sakuraso/,,,,
202011,2090100658,長野県,長野市,ケアホームよしだ,ケアホームヨシダ,地域密着型介護老人福祉施設入所者生活介護,長野県長野市吉田3丁目13-27,,36.671080200000000,138.220323300000020,026-405-8360,026-405-8361,7100005005192,社会福祉法人さかえ,2090100658,,,0,http://s-sakae.com,,,,
202011,2090100351,長野県,長野市,柴やすらぎの園,シバヤスラギノソノ,地域密着型介護老人福祉施設入所者生活介護,長野市松代町柴３３０番地１,,36.592643100000000,138.202123700000020,026-214-7830,026-214-7831,7100005001704,社会福祉法人睦会,2090100351,,,0,https://m-yasuragi.com,,,,
202029,2090200276,長野県,松本市,地域密着型介護老人福祉施設ハーモニー沢村,チイキミッチャクガタカイゴロウジンフクシシセツハーモニーサワムラ,地域密着型介護老人福祉施設入所者生活介護,長野県松本市沢村３丁目６－１６,,36.255136893640106,137.969572327508560,0263-50-5230,0263-50-5231,7100005006199,社会福祉法人ハーモニー,2090200276,,,0,http://www.harmony-matsumoto.or.jp,,,,
202029,2090200359,長野県,松本市,ゆめの里今井,ユメノサトイマイ,地域密着型介護老人福祉施設入所者生活介護,長野県松本市今井1670,,36.151963400000000,137.907111100000000,0263-87-7612,0263-87-7613,,社会福祉法人松本ハイランド,2090200359,,,,http://yumenosato.info,,,,
202037,2090300407,長野県,上田市,地域密着型特別養護老人ホーム　大樹,チイキミッチャクガタトクベツヨウゴロウジンホーム　タイジュ,地域密着型介護老人福祉施設入所者生活介護,長野県上田市長瀬2885番地7,,36.361484800000000,138.293571499999980,0268-71-5423,0268-71-5424,5100005004601,社会福祉法人まるこ福祉会,2090300407,,,0,,,,,
202037,2090300183,長野県,上田市,地域密着型特別養護老人ホーム上田大手門,チイキミッチャクガタトクベツヨウゴロウジンホームウエダオオテモン,地域密着型介護老人福祉施設入所者生活介護,長野県上田市中央2-3-8複合型老人福祉施設上田大手門,複合型老人福祉施設上田大手門,36.401575500000000,138.252099700000030,0268-28-6657,0268-28-6658,,社会福祉法人大志会,2090300183,,,0,http://taishikai.or.jp/kaigo/sub10.html,,,,
202037,2072200724,長野県,上田市,アザレアンさなだサテライト型居住施設,アザレアンサナダサテライトガタキョジュウシセツ,地域密着型介護老人福祉施設入所者生活介護,上田市真田町本原７７２－２,,36.426045100000000,138.297421999999980,0268-72-8014,0268-72-8017,9100005004408,社会福祉法人恵仁福祉協会,2072200724,,,10,http://www.azarean.jp,,,,
202037,2090300324,長野県,上田市,すわべ敬老園,スワベケイロウエン,地域密着型介護老人福祉施設入所者生活介護,長野県上田市常磐城2243-1,,36.407335900000000,138.242541699999950,0268-29-1160,0268-22-1165,7100005004426,社会福祉法人　敬老園,2090300324,,,0,http://www.keiroen.or.jp,,,,
202037,2090300241,長野県,上田市,アザレアンさなだ　横尾サテライト,アザレアンサナダ　ヨコオサテライト,地域密着型介護老人福祉施設入所者生活介護,長野県上田市真田町長7141-1,,36.443346100000000,138.305767699999930,0268-72-2781,0268-72-4702,9100005004408,社会福祉法人恵仁福祉協会,2090300241,,,10,http://www.azarean.jp/,,,,
202037,2090300175,長野県,上田市,ローマンうえだ地域密着型サテライト特養上野の里,ローマンウエダチイキミッチャクガタサテライトトクヨウウエノノサト,地域密着型介護老人福祉施設入所者生活介護,上田市上野286番地1,,36.405864000000000,138.294087399999970,0268-29-2070,0268-29-2076,,ジェイエー長野会,2090300175,,,0,http://www.ja-naganokai.or.jp/facilities/ueda/,,,,
202045,2090400025,長野県,岡谷市,特別養護老人ホーム第２グレイスフル岡谷,トクベツヨウゴロウジンホームダイニグレイスフルオカヤ,地域密着型介護老人福祉施設入所者生活介護,岡谷市加茂町３－８－７,,36.075263400000000,138.053252700000030,0266-89-1211,0266-89-1214,,サン・ビジョン,2090400025,,,0,http://www.e-sunlife.or.jp/,,,,
202053,2090500246,長野県,飯田市,地域密着型（ユニット型）特別養護老人ホームたまゆら,チイキミッチャクガタ（ユニットガタ）トクベツヨウゴロウジンホームタマユラ,地域密着型介護老人福祉施設入所者生活介護,長野県飯田市北方３３５４－１,,35.506928599999990,137.786434500000040,0265-25-3590,0265-25-3591,3100005011871,社会福祉法人　アムノスの会,2090500246,,,29,ｈｔｔｐ:／／ｎａｇａｎｏ－ｔａｍａｙｕｒａ．ｃｏｍ／,,,,
202053,2090500139,長野県,飯田市,地域密着型特別養護老人ホーム　陽だまりの丘,チイキミッチャクガタトクベツヨウゴロウジンホーム　ヒダマリノオカ,地域密着型介護老人福祉施設入所者生活介護,長野県飯田市北方3369番地1,,35.506964700000000,137.788064900000000,0265-48-0806,0265-25-8552,7100005009937,社会福祉法人一陽会,2090500139,,,0,http://ichiyokai-iida.jp/,,,,
202061,2090600038,長野県,諏訪市,かりんの里複合福祉施設,カリンノサトフクゴウフクシシセツ,地域密着型介護老人福祉施設入所者生活介護,諏訪市高島１丁目１番１１号,,36.041732900000000,138.110828999999970,0266-52-7111,0266-52-7132,,社会福祉法人諏訪福祉会,2090600038,,,0,http://suwafukushi.com/022_fukugou/022_index.html,,,,
202061,2090600194,長野県,諏訪市,地域密着型特別養護老人ホームうぐいすの森,チイキミッチャクガタトクベツヨウゴロウジンホームウグイスノモリ,地域密着型介護老人福祉施設入所者生活介護,長野県諏訪市沖田町四丁目２番１号,,36.007098900000000,138.131625399999960,0266-75-1212,0266-75-1222,,地域密着型特別養護老人ホームうぐいすの森,2090600194,,,29,www.lcv.ne.jp/~komakusa,,,,
202070,2090700085,長野県,須坂市,地域密着型特別養護老人ホームそのさと,チイキミッチャクガタトクベツヨウゴロウジンホーム,地域密着型介護老人福祉施設入所者生活介護,大字豊丘２７５４番地１地域密着型特別養護老人ホームそのさと,地域密着型特別養護老人ホームそのさと,36.637857700000000,138.325692500000060,026-214-9727,026-214-9728,,社会福祉法人なずな,2090700085,,,29,https://nazuna@sonosato.fun,,,,
202070,2090700051,長野県,須坂市,地域密着型特別養護老人ホームぬくもり園,チイキミッチャクガタトクベツヨウゴロウジンホームヌクモリエン,地域密着型介護老人福祉施設入所者生活介護,長野県須坂市大字野辺1335番地1,,36.635614839896120,138.319783484655800,026-242-5323,026-248-8776,9100005002361,社会福祉法人須坂市社会福祉協議会,2090700051,,,29,http://www.suzaka-shakyo.jp/,,,,
202088,2090800042,長野県,小諸市,地域密着型小規模特別養護老人ホームあさがお,チイキミッチャクガタショウキボトクベツヨウゴロウジンホームアサガオ,地域密着型介護老人福祉施設入所者生活介護,東雲5-7-1,,34.833607900000000,134.677272499999960,0267-25-6511,0267-25-6512,,社会福祉法人浅間福祉会,2090800042,,,0,sinonomenosato.com,,,,
202088,2090800075,長野県,小諸市,地域密着型特養　のぞみの郷,チイキミッチャクガタトクヨウ　ノゾミノサト,地域密着型介護老人福祉施設入所者生活介護,長野県小諸市和田966-151,,36.296976600000000,138.461717400000000,0267-25-1160,0267-25-1162,,社会福祉法人　のぞみ福祉会,2090800075,,,29,https://nozomi-g.co.jp,,,,
202088,2090800059,長野県,小諸市,特別養護老人ホーム　小諸愛の郷,トクベツヨウゴロウジンホームコモロメグミノサト,地域密着型介護老人福祉施設入所者生活介護,長野県小諸市甲1693-6,,36.312237600000000,138.426288900000030,0267-46-8081,0267-46-8082,4100005003372,佐久平福祉会,2090800059,,,0,ｈｔｔｐ：//ｗｗｗ.ｓｋｄｆ.ｊｐ,,,,
202096,2090900156,長野県,伊那市,地域密着型特別養護老人ホームみぶの里,チイキミッチャクガタトクベツヨウゴロウジンホームミブノサト,地域密着型介護老人福祉施設入所者生活介護,長野県伊那市美篶5324-1複合福祉施設みぶの里,複合福祉施設みぶの里,35.832583300957490,138.006592372499880,0265-96-7184,0265-96-7164,8100005009168,社会福祉法人しなのさわやか福祉会,2090900156,,,29,https://s-sawayaka.or.jp,,,,
202096,2090900131,長野県,伊那市,地域密着型特別養護老人ホームみのりの杜,チイキミッチャクガタトクベツヨウゴロウジンホームミノリノモリ,地域密着型介護老人福祉施設入所者生活介護,長野県伊那市東春近8897番地,,35.817603887352210,137.976942335426310,0265-98-6007,0265-98-6008,,社会福祉法人高遠さくら福祉会,2090900131,,,0,http://sakura-v.or.jp/,,,,
202142,2091400081,長野県,茅野市,介護老人福祉施設アイリス茅野(サテライト),カイゴロウジンフクシシセツアイリスチノ,地域密着型介護老人福祉施設入所者生活介護,長野県茅野市宮川5778-1,,35.986335500000024,138.155874400000020,0266-82-6011,0266-82-6012,7100005008294,社会福祉法人　誠心会,2091400081,,,29,http://www.iriss.or.jp,,,,
202185,2091800025,長野県,千曲市,小規模特別養護老人ホーム湯の里ちくま,ショウキボトクベツヨウゴロウジンホームユノサトチクマ,地域密着型介護老人福祉施設入所者生活介護,千曲市上山田温泉１丁目７０－８,,36.481216700000000,138.143151699999980,026-276-3451,026-276-3452,8100005002783,社会福祉法人千寿会,2091800025,,,5,,,,,
202185,2091800074,長野県,千曲市,ユニット型小規模特別養護老人ホーム治田の里,ユニットガタショウキボトクベツヨウゴロウジンホームハルタノサト,地域密着型介護老人福祉施設入所者生活介護,大字稲荷山1788番1,,36.533769389694620,138.099146708429000,026-214-8607,026-214-8621,5100005010954,社会福祉法人　さらしなの星,2091800074,,,29,http://sarashinanohoshi.com/,,,,
202185,2091800157,長野県,千曲市,地域密着型特別養護老人ホーム　アムール戸倉,チイキミッチャクガタトクベツヨウゴロウジンホーム　アムールトグラ,地域密着型介護老人福祉施設入所者生活介護,長野県千曲市戸倉1922-1,,36.491091000000000,138.148856799999980,026-214-1092,026-214-1095,,社会福祉法人暖家,2091800157,,,0,http://www.hi-danke.com/,,,,
202185,2091800041,長野県,千曲市,地域密着型特別養護老人ホーム科野の里,チイキミッチャクガタトクベツヨウゴロウジンホームシナノノサト,地域密着型介護老人福祉施設入所者生活介護,千曲市大字屋代128番地6,,36.537363100000000,138.132939600000000,026-273-6610,026-273-6620,1100005002749,社会福祉法人大志会,2091800041,,,29,http://taishikai.or.jp/kaigo/sub01-2.html,,,,
202185,2091800140,長野県,千曲市,メディケア千曲中央,メディケアチクマチュウオウ,地域密着型介護老人福祉施設入所者生活介護,長野県千曲市大字桜堂字西沖367番地3,,36.529669300000000,138.122774199999980,026-274-7025,026-273-0180,7100005011868,社会福祉法人大西福祉会,2091800140,,,29,https://care-net.biz/20/medicare/,,,,
203211,2092100037,長野県,軽井沢町,みなみかるいざわ敬老園,ミナミカルイザワケイロウエン,地域密着型介護老人福祉施設入所者生活介護,北佐久郡軽井沢町大字発地字二子塚190-3,,36.306143743805684,138.624152599411000,0267-44-6517,0267-48-5011,7100005004426,社会福祉法人敬老園,2092100037,,,0,http://www.keiroen.or.jp,,,,
203823,2092400197,長野県,辰野町,地域密着型特別養護老人ホームきりとう,チイキミッチャクガタトクベツヨウゴロウジンホームキリトウ,地域密着型介護老人福祉施設入所者生活介護,長野県上伊那郡辰野町大字小野1290番地5,,36.046180426386750,137.969171620762580,0266-46-2041,0266-46-3541,4100005001211,長野県厚生農業協同組合連合会,2092400197,,,,http://fujimihp.com/?page_id=1477,,,,
203823,2092400122,長野県,辰野町,ふらっと辰野特別養護老人ホーム,フラットタツノトクベツヨウゴロウジンホーム,地域密着型介護老人福祉施設入所者生活介護,上伊那郡辰野町伊那富6333番地2,,35.955229600000000,137.985301199999980,0266-78-8503,0266-78-8164,,社会福祉法人音葉会,2092400122,,,0,http://www5.ocn.ne.jp/~otohakai/pg999.html,,,,
203858,2092400130,長野県,南箕輪村,みなみみのわふれあいの里,ミナミミノワフレアイノサト,地域密着型介護老人福祉施設入所者生活介護,上伊那郡南箕輪村1634-349,,35.895223542676590,137.958135295879740,0265-76-2020,0265-76-2088,,社会福祉法人ふれあい,2092400130,,,29,minami-hureai＠woody.ocn.ne.jp,,,,
203882,2092400072,長野県,宮田村,特別養護老人ホームプラムの里,特別養護老人ホームプラムノ里,地域密着型介護老人福祉施設入所者生活介護,長野県上伊那郡宮田村4804-1,,35.751021100000000,137.942829200000000,0265-84-1311,0265-84-1314,8100005009168,社会福祉法人しなのさわやか福祉会,2092400072,,,0,http://s-sawayaka.or.jp/,,,,
204030,2092500087,長野県,高森町,特別養護老人ホーム　グランスマイル,トクベツヨウゴロウジンホーム　グランスマイル,地域密着型介護老人福祉施設入所者生活介護,長野県下伊那郡高森町牛牧1968番地15特別養護老人ホーム　グランスマイル,特別養護老人ホーム　グランスマイル,35.560986900000000,137.850316900000050,0265-48-6668,0265-48-6669,,社会福祉法人まどか,2092500087,,,29,https://grandsmile.madokakai.jp/,,,,
204102,2092500079,長野県,根羽村,根羽村地域密着型特別養護老人ホームねばねの里「なごみ」,ネバムラチイキミッチャクガタトクベツヨウゴロウジンホームネバネノサト　ナゴミ,地域密着型介護老人福祉施設入所者生活介護,長野県下伊那郡根羽村3015番地362根羽村高齢者福祉施設ねばねの里「なごみ」,根羽村高齢者福祉施設ねばねの里「なごみ」,35.302524993053595,137.622755346327640,0265-49-2022,0265-49-2023,9180005009655,社会福祉法人愛知慈恵会,2092500079,,,0,http://iful-jikeikai.com/,,,,
204161,2092500053,長野県,豊丘村,地域密着型特別養護老人ホームはやしの杜,チイキミッチャクガタトクベツヨウゴロウジンホームハヤシノモリ,地域密着型介護老人福祉施設入所者生活介護,長野県下伊那郡豊丘村大字神稲４１７５番地,,35.543354277682890,137.897439187974580,0265-34-3010,0265-35-8882,5100005010013,社会福祉法人林の杜,2092500053,,,0,http://www.hayashi-mori.or.jp,,,,
204510,2092700034,長野県,朝日村,ゆめの里朝日,ユメノサトアサヒ,地域密着型介護老人福祉施設入所者生活介護,東筑摩郡朝日村大字古見２４２２－３,,36.143748000000000,137.880331399999930,0263-99-5066,0263-99-5067,8100005006198,社会福祉法人松本ハイランド,2092700034,,,28,ｈｔｔｐ//yumenosato.info,,,,
205214,2093100028,長野県,坂城町,特別養護老人ホーム第二美里園,トクベツヨウゴロウジンホームダイニミサトエン,地域密着型介護老人福祉施設入所者生活介護,長野県埴科郡坂城町坂城9051-6,,36.452749100000000,138.192958500000030,0268-82-0295,0268-82-0311,,社会福祉法人坂城福祉会,2093100028,,,0,http://sakakifukushikai.or.jp/,,,,
205435,2093200067,長野県,高山村,朝日高井ホーム,アサヒタカイホーム,地域密着型介護老人福祉施設入所者生活介護,長野県上高井郡高山村大字高井458小規模特別養護老人ホーム「朝日高井ホーム」,小規模特別養護老人ホーム「朝日高井ホーム」,36.676670699999980,138.361158500000000,026-285-0707,026-248-0055,,社会福祉法人ハイネスライフ,2093200067,,,29,asahi-s@giga.ocn.ne.jp,,,,
202207,2094000326,長野県,安曇野市,豊里苑,トヨサトエン,地域密着型介護老人福祉施設入所者生活介護,長野県安曇野市穂高有明8090,,36.343332900000000,137.838657700000000,0263-31-3337,0263-31-3688,,特別養護老人ホーム　豊里苑,2094000326,,,,,,,,
212016,2190102570,岐阜県,岐阜市,地域密着型介護老人福祉施設　シルバータウン岩井,チイキミッチャクガタカイゴロウジンフクシシセツ　シルバータウンイワイ,地域密着型介護老人福祉施設入所者生活介護,岐阜県岐阜市岩井４丁目１０番１号,,35.470706600000000,136.823290000000040,058-242-0035,058-242-0045,,社会福祉法人　三輪会,2190102570,,,0,http://miwakai.or.jp,,,,
212016,2190102638,岐阜県,岐阜市,特別養護老人ホームやすらぎの里川部苑新館,トクベツヨウゴロウジンホームヤスラギノサトカワベエンシンカン,地域密着型介護老人福祉施設入所者生活介護,岐阜県岐阜市川部３丁目１９番地１,,35.434746000000000,136.707466599999970,058-239-3730,058-239-7133,,社会福祉法人誠広会,2190102638,,,0,http://www.care-kawabe.jp/,,,,
212016,2190103719,岐阜県,岐阜市,あんずの里,アンズノサト,地域密着型介護老人福祉施設入所者生活介護,岐阜県岐阜市則松2丁目10番地,,35.488102048116865,136.699124280395520,058-230-3335,058-239-9783,,社会福祉法人　井ノ口会,2190103719,,,29,http://www.inoguchikai.jp/,,,,
212016,2190103883,岐阜県,岐阜市,特別養護老人ホーム　ケアコート徹明通り,トクベツヨウゴロウジンホーム　ケアコートテツメイドオリ,地域密着型介護老人福祉施設入所者生活介護,岐阜県岐阜市徹明通六丁目１４番,,35.417795703744304,136.750134928311130,058-215-9070,058-253-9009,5200005009631,社会福祉法人ともいき福祉会,2190103883,,,,https://tomoikikai.net,,,,
212016,2190104022,岐阜県,岐阜市,地域密着型介護老人福祉施設ばーむ,チイキミッチャクガタカイゴロウジンフクシシセツバーム,地域密着型介護老人福祉施設入所者生活介護,岐阜県岐阜市鏡島南1丁目2番30号,,35.407475913822850,136.717114141833500,058-213-8006,,4200005001829,社会福祉法人幸紀会,2190104022,,,,http://www.koukikai.gr.jp,,,,
212130,2190500096,岐阜県,各務原市,地域密着型特別養護老人ホーム　メゾンペイネ,チイキミッチャクガタトクベツヨウゴロウジンホーム　メゾンペイネ,地域密着型介護老人福祉施設入所者生活介護,岐阜県各務原市鵜沼各務原町９丁目１９５番地,,35.396806900000000,136.911569500000040,058-370-5225,058-370-1166,4200005002240,社会福祉法人　フェニックス,2190500096,,,0,http://www.phoenix-g.jp,,,,
212130,2190500179,岐阜県,各務原市,地域密着型特別養護老人ホーム　オーク,チイキミッチャクガタトクベツヨウゴロウジンホーム　オーク,地域密着型介護老人福祉施設入所者生活介護,岐阜県各務原市那加前洞新町４丁目２２番地,,35.409153800000000,136.842945099999950,058-216-7009,058-216-7109,4200005009640,社会福祉法人　恒仁会,2190500179,,,29,http://koujinkai-oak.com/,,,,
212130,2190500203,岐阜県,各務原市,特別養護老人ホーム　サフィールそはら,トクベツヨウゴロウジンホーム　サフィールソハラ,地域密着型介護老人福祉施設入所者生活介護,岐阜県各務原市蘇原六軒町３丁目６番地,,35.400244300000000,136.863632100000020,０５８－３７１－３９１０,０５８－３７１－３９０９,5200005011455,社会福祉法人　秀成会,2190500203,,,28,http://syuseikai.com/sohara/,,,,
212130,2190500237,岐阜県,各務原市,地域密着型特別養護老人ホーム　サフィールいなは,チイキミッチャクガタ　トクベツヨウゴロウジンホーム,地域密着型介護老人福祉施設入所者生活介護,岐阜県各務原市上戸町１丁目53番地,,35.384455600854410,136.846791237052570,０５８－３８０－７７７０,０５８－３８０－７７７１,5200005011455,社会福祉法人　秀成会,2190500237,,,0,http://syuseikai.com/inaha/,,,,
212130,2190500245,岐阜県,各務原市,地域密着型特別養護老人ホームDANKE,チイキミッチャキウガタトクベツヨウゴロウジンホームダンケ,地域密着型介護老人福祉施設入所者生活介護,岐阜県各務原市鵜沼羽場町3丁目35番地1,,35.403453700000000,136.916979900000000,058-370-0070,058-370-0170,4200005002240,社会福祉法人フェニックス,2190500245,,,0,http://www.phoenix-g.jp,,,,
212130,2190500260,岐阜県,各務原市,地域密着型特別養護老人ホーム　夢,チイキミッチャクガタトクベツヨウゴロウジンホーム　ユメ,地域密着型介護老人福祉施設入所者生活介護,岐阜県各務原市蘇原東栄町2丁目88番地,,35.408147276821296,136.874145786646980,058-372-6886,058-372-6885,,社会福祉法人　東栄会,2190500260,,,29,http://www.touei-k.or.jp/,,,,
212156,2190800066,岐阜県,山県市,特別養護老人ホーム　椿野苑,トクベツヨウゴロウジンホーム　ツバキノエン,地域密着型介護老人福祉施設入所者生活介護,岐阜県山県市大桑３６１５番地１,,35.549701800000000,136.769015800000030,0581-22-6001,0581-22-6005,8200005001981,社会福祉法人　同朋会,2190800066,,,20,http://www.douhoukai.com/,,,,
212164,2193200066,岐阜県,瑞穂市,特別養護老人ホームほづみ園,トクベツヨウゴロウジンホームホヅミエン,地域密着型介護老人福祉施設入所者生活介護,岐阜県瑞穂市宝江５７６－１,,35.370842000000000,136.671236200000070,０５８－３２６－８００８,０５８－３２６－３００３,,社会福祉法人信和会,2193200066,,,0,https://www.sinwakai-hozumien.jp/,,,,
212181,2193400062,岐阜県,本巣市,ほたるの里　千手,ホタルノサト　センジュ,地域密着型介護老人福祉施設入所者生活介護,岐阜県本巣市曽井中島1698-1,,35.476725076551865,136.675635470669600,0581-34-3100,0581-34-3110,,社会福祉法人慶睦会,2193400062,,,0,http://i-1010.com/,,,,
212181,2193400070,岐阜県,本巣市,もとす広域連合老人福祉施設大和園,モトスコウイキレンゴウロウジンフクシシセツダイワエン,地域密着型介護老人福祉施設入所者生活介護,岐阜県本巣市曽井中島1156-4,,35.482645400000000,136.665479499999950,0581-34-2555,0581-34-3249,,もとす広域連合,2193400070,,,0,,,,,
213021,2190600037,岐阜県,岐南町,特別養護老人ホームさくらの舞,トクベツヨウゴロウジンホームサクラノマイ,地域密着型介護老人福祉施設入所者生活介護,岐阜県羽島郡岐南町徳田1丁目79番地,,35.388753179162390,136.772169712751750,058-268-0039,058-268-0040,4200005011662,さくらゆき,2190600037,,,29,http://sakurayuki.or.jp/,,,,
213039,2190600029,岐阜県,笠松町,地域密着型小規模特別養護老人ホーム銀の郷,チイキミッチャクガタショウキボトクベツヨウゴロウジンホームギンノサト,地域密着型介護老人福祉施設入所者生活介護,岐阜県羽島郡笠松町美笠道3-8-1,,35.374204300000000,136.759071400000040,058-388-2150,058-388-1051,,徳雲会,2190600029,,,29,,,,,
212016,2190104253,岐阜県,岐阜市,地域密着型特別養護老人ホーム第２大洞岐協苑,チイキミッチャクガタトクベツヨウゴロウジンホームダイニオオボラギキョウエン,地域密着型介護老人福祉施設入所者生活介護,岐阜県岐阜市大洞紅葉が丘６丁目22番地47,,35.461271920813275,136.874613758766170,058-213-3936,058-213-3935,9200005001543,社会福祉法人岐協福祉会,2190104253,,,29,http://www.gikyoen.jp/,,,,
212016,2190104287,岐阜県,岐阜市,長森いきいき俱楽部ラシック特別養護老人ホーム,ナガモリイキイキクラブトクベツヨウゴロウジンホーム,地域密着型介護老人福祉施設入所者生活介護,岐阜県岐阜市北一色10-38-1,,35.409105600000000,136.794643600000000,058-213-1294,058-213-2580,2200005001806,社会福祉法人髙佳会,2190104287,,,,https://www.koukeikai.jp/,,,,
212024,2172101343,岐阜県,大垣市,特別養護老人ホームサンビレッジ大垣,トクベツヨウゴロウジンホームサンビレッジオオガキ,地域密着型介護老人福祉施設入所者生活介護,岐阜県大垣市北方町5丁目35番地,,35.397456683538174,136.620567193392960,0584-77-0584,0584-75-5929,,社会福祉法人新生会,2172101343,,,21,http:/www.sun-village.jp/,,,,
212024,2192100200,岐阜県,大垣市,特別養護老人ホーム　ハーモニー,トクベツヨウゴ　ロウジンホーム　ハーモニー,地域密着型介護老人福祉施設入所者生活介護,岐阜県大垣市上石津町三ツ里660番地,,35.279473700000004,136.462772699999960,（0584）45-2225,（0584）45-2226,,社会福祉法人　みどりの里,2192100200,,,0,http://midorinosato-h.com/,,,,
212041,2191100136,岐阜県,多治見市,小規模特別養護老人ホーム　エバーグリーン,ショウキボトクベツヨウゴロウジンホーム　エバーグリーン,地域密着型介護老人福祉施設入所者生活介護,岐阜県多治見市小名田町西ヶ洞1-325,,35.366381700000000,137.116727099999930,0572-21-5135,0572-22-5185,6200005008772,社会福祉法人薫風会,2191100136,,,29,http://www.i-jinjukai.or.jp/evergreen/,,,,
212041,2191100144,岐阜県,多治見市,地域密着型特別養護老人ホーム浩養園,チイキミッチャクガタトクベツヨウゴロウジンホーム　コウヨウエン,地域密着型介護老人福祉施設入所者生活介護,岐阜県多治見市京町六丁目13番地の2,,35.325430050930740,137.125418288885500,０５７２－２６－８６３６,０５７２－２６－８３７１,8200005011964,社会福祉法人浩養会,2191100144,,,29,http://www.care-net.biz/21/kouyouen/,,,,
212059,2190200176,岐阜県,関市,小規模特別養護老人ホーム　ハートシティ中濃の杜,ショウキボトクベツヨウゴロウジンホーム　ハートシティチュウノウノモリ,地域密着型介護老人福祉施設入所者生活介護,岐阜県関市富之保4096-1,,35.589952015454250,137.021872329946900,0575-40-2377,0575-49-2377,6200005007460,社会福祉法人大和社会福祉事業センター,2190200176,,,29,,,,,
212059,2190200192,岐阜県,関市,特別養護老人ホームほほえみ福寿の家,トクベツヨウゴロウジンホームホホエミフクジュノイエ,地域密着型介護老人福祉施設入所者生活介護,岐阜県関市稲口845番地,,35.469916200000000,136.926800200000000,0575-24-9570,0575-24-9571,5200005007478,社会福祉法人桜友会,2190200192,,,20,https://www.hohoemi.or.jp,,,,
212083,2191600044,岐阜県,瑞浪市,地域密着型特別養護老人ホーム　千寿の里　西小田,チイキミッチャクガタトクベツヨウゴロウジンホーム　センジュノサト　ニシオダ,地域密着型介護老人福祉施設入所者生活介護,岐阜県瑞浪市西小田町3-221,,35.358903800000000,137.233477600000010,0572-66-1030,0572-67-0550,,社会福祉法人　千寿会,2191600044,,,20,http://www.senjyukai.or.jp/,,,,
