都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険サービスの指定状況,障害福祉サービスの指定状況,備考
254436,2571800024,滋賀県,多賀町,特別養護老人ホームいぬかみ,トクベツヨウゴロウジンホームイヌカミ,介護老人福祉施設,滋賀県犬上郡多賀町中川原605-2,,35.235677500000000,136.279183399999960,0749-48-2600,0749-48-2602,8160005006390,社会福祉法人　湖東会,2571800024,,,80,http://kotoukai.or.jp/,,,,
254436,2571800123,滋賀県,多賀町,特別養護老人ホーム　多賀清流の里,トクベツヨウゴロウジンホーム　タガセイリュウノサト,介護老人福祉施設,滋賀県犬上郡多賀町大字佐目６７５,,35.207920000000010,136.335755200000000,0749-49-8030,0749-49-8033,,社会福祉法人達真会,2571800123,,,50,http://tashinkai.jp/,,,,
254258,2571700240,滋賀県,愛荘町,特別養護老人ホーム　ハッピーライフゆりの郷,トクベツヨウゴロウジンホーム　ハッピーライフユリノサト,介護老人福祉施設,滋賀県愛知郡愛荘町市１５０９番地,,35.172436900000000,136.221329999999970,0749-49-5125,0749-49-5138,4160005005693,社会福祉法人　幸忍会,2571700240,,,50,http://www.yurinosato.or.jp/,,,,
254258,2571700083,滋賀県,愛荘町,社会福祉法人青祥会　指定介護老人福祉施設やまびこ,シャカイフクシホウジンセイショウカイシテイカイゴロウジンフクシシセツヤマビコ,介護老人福祉施設,滋賀県愛知郡愛荘町安孫子1235番地,,35.172219200000000,136.250286500000010,0749-37-8532,0749-37-8535,,社会福祉法人　青祥会,2571700083,,,0,http://www.seishokai.jp/,,,,
252018,2570100970,滋賀県,大津市,ケアタウンからさき　介護老人福祉施設,ケアタウンカラサキ　カイゴロウジンフクシシセツ,介護老人福祉施設,滋賀県大津市見世一丁目17番1号,,35.040648600000000,135.859631300000050,077-511-6222,077-511-6223,,社会福祉法人湖青福祉会,2570100970,,,0,http://www.kosei-f.jp/,,,,
252018,2570104964,滋賀県,大津市,特別養護老人ホーム夕照たまのうら,トクベツヨウゴロウジンホーム　セキショウタマノウラ,介護老人福祉施設,滋賀県大津市玉野浦15-1,,34.981711600000000,135.910728200000000,077-548-1022,077-548-1033,8160005002167,社会福祉法人桐生会,2570104964,,,,http://www.kiryuen.jp/tamanoura,,,,
252018,2570100327,滋賀県,大津市,特別養護老人ホーム　長等の里,トクベツヨウゴロウジンホーム　ナガラノサト,介護老人福祉施設,大津市神出開町字徴妙寺２６０番９号,,35.005438800000000,135.853610600000020,077-510-0017,077-510-5123,,社会福祉法人　幸寿会,2570100327,,,0,http://koujyukai-otsu.com,,,,
252018,2570101630,滋賀県,大津市,介護老人福祉施設リバプール,カイゴロウジンフクシシセツリバプール,介護老人福祉施設,大津市大石中1-5-14,,34.909985300000000,135.911716500000000,077-536-3111,077-546-8090,,社会福祉法人大石福祉会,2570101630,,,80,http://www.liverpool.or.jp,,,,
252018,2570104014,滋賀県,大津市,特別養護老人ホーム松の浦湯治の郷,トクベツヨウゴロウジンホームマツノウラトウジノサト,介護老人福祉施設,滋賀県大津市大物668番地,,35.209467001600150,135.933807783467050,077-592-2641,077-592-2651,4160005001305,社会福祉法人琵琶湖愛輪会,2570104014,,,80,https://biwakoaiwakai.com,,,,
252077,2570700043,滋賀県,守山市,特別養護老人ホーム　ゆいの里,トクベツヨウゴロウジンホーム　ユイノサト,介護老人福祉施設,洲本町１番地,,35.095157800000000,135.986723699999970,077-585-4533,077-585-5675,1160005008815,社会福祉法人　慈惠会,2570700043,,,,http://www.yuinosato.or.jp/,,,,
252042,2570400016,滋賀県,近江八幡市,特別養護老人ホーム　赤煉瓦の郷,トクベツヨウゴロウジンホーム　アカレンガノサト,介護老人福祉施設,滋賀県近江八幡市船木町５９番地３,,35.137826000000000,136.080450199999970,0748-34-7123,0748-34-7124,,一善会,2570400016,,,0,http://www.zd.ztv.ne.jp/ichizenkaiay/,,,,
252069,2570601415,滋賀県,草津市,特別養護老人ホーム　萩の里,トクベツヨウゴロウジンホーム　ハギノサト,介護老人福祉施設,滋賀県草津市野路東２丁目４番１０号,,34.993633900000000,135.954403400000050,077-567-8560,077-567-8561,4160005008738,社会福祉法人　よつば会,2570601415,,,0,http://yotsuba-lcn.or.jp,,,,
252069,2570601779,滋賀県,草津市,特別養護老人ホーム茜の郷,トクベツヨウゴロウジンホームアカネノサト,介護老人福祉施設,滋賀県草津市下笠町733-1,,35.039190200000000,135.928932900000000,077-599-1977,077-599-1978,,社会福祉法人聖優会,2570601779,,,,http://shoubunosato.jp,,,,
252085,2571200027,滋賀県,栗東市,特別養護老人ホーム淡海荘,トクベツヨウゴロウジンホームタンカイソウ,介護老人福祉施設,滋賀県栗東市出庭697-1,,35.036273200000000,136.003472600000000,077-552-1224,077-551-2323,3010405001696,社会福祉法人恩賜財団済生会,2571200027,,,0,http://www.saiseikai-shiga.jp/tankaiso/,,,,
252093,2571401013,滋賀県,甲賀市,社会福祉法人近江和順会　特別養護老人ホームレーベンはとがひら,シャカイフクシホウジンオウミワジュンカイ　トクベツヨウゴロウジンホームレーベンハトガヒラ,介護老人福祉施設,滋賀県甲賀市水口町水口6837-5,,34.961755470622870,136.180660405001840,0748-65-0066,0748-65-0068,,社会福祉法人近江和順会,2571401013,,,72,http://www.ohmiwajunkai.or.jp/,,,,
252093,2571400155,滋賀県,甲賀市,特別養護老人ホーム甲賀荘,トクベツヨウゴロウジンホームコウガソウ,介護老人福祉施設,滋賀県甲賀市甲賀町大原中９０４,,34.900944500000000,136.227393900000040,0748-88-5723,0748-88-5774,7160005002465,社会福祉法人甲賀会,2571400155,,,0,https://kougakai.org/,,,,
252123,2572200059,滋賀県,高島市,社会福祉法人　ゆたか会　特別養護老人ホーム　清風荘,シャカイフクシホウジンユタカカイトクベツヨウゴロウジンホームセイフウソウ,介護老人福祉施設,滋賀県高島市今津町南新保87番地15,,35.407001300000000,136.043352300000040,0740-22-1601,0740-22-8039,1160005007511,社会福祉法人ゆたか会,2572200059,,,0,http://yutakakai.jp/,,,,
252115,2572300180,滋賀県,湖南市,特別養護老人ホームヴィラ十二坊,トクベツヨウゴロウジンホームヴィラジュウニボウ,介護老人福祉施設,湖南市岩根690-4,,35.010061500000000,136.116228300000000,0748-75-8883,0748-75-8920,9160005002471,近江和順会,2572300180,,,0,,,,,
252131,2570500401,滋賀県,東近江市,特別養護老人ホーム　能登川園,トクベツヨウゴロウジンホーム　ノトガワエン,介護老人福祉施設,東近江市新宮町５４７,,35.201702600000000,136.150229999999960,0748-42-7025,0748-42-7026,6160005006384,社会福祉法人　真寿会,2570500401,,,0,http://shiga-shinjyukai.or.jp,,,,
262081,2673100018,京都府,向日市,特別養護老人ホーム向陽苑,トクベツヨウゴロウジンホームコウヨウエン,介護老人福祉施設,京都府向日市上植野町五ノ坪1番地の2,,34.937642700000000,135.711297599999970,075-921-0026,075-932-8989,,社会福祉法人　向陽福祉会,2673100018,,,50,http://www.kouyouen26.com/,,,,
262137,2671500102,京都府,南丹市,特別養護老人ホーム　長生園,トクベツヨウゴロウジンホーム　チョウセイエン,介護老人福祉施設,京都府南丹市園部町上木崎町坪ノ内19番地,,35.115648300000000,135.472361699999960,0771-62-0223,0771-62-1898,,社会福祉法人　長生園,2671500102,,,,http://www.choseien.com,,,,
261033,2670600051,京都府,京都市左京区,特別養護老人ホーム大原ホーム,トクベツヨウゴロウジンホームオオハラホーム,介護老人福祉施設,京都市左京区大原戸寺町380,,35.104654700000000,135.822444899999940,075-744-3510,075-744-3535,,社会福祉法人　行風会,2670600051,,,0,http://www.kyotoohara.jp/,,,,
262030,2671800031,京都府,綾部市,第２松寿苑,ダイニショウジュエン,介護老人福祉施設,京都府綾部市田野町田野山2-169,,35.287048300000000,135.248691000000000,0773-43-1123,0773-42-5236,,社会福祉法人　松寿苑,2671800031,,,0,http://www.asjn.jp,,,,
262048,2671200034,京都府,宇治市,特別養護老人ホーム　天ヶ瀬苑,トクベツヨウゴロウジンホーム　アマガセエン,介護老人福祉施設,京都府宇治市白川東山15番地,,34.877936500000000,135.818941399999970,0774-23-0030,0774-23-9922,,社会福祉法人　不動園,2671200034,,,0,http://www17.ocn.ne.jp/~amagase,,,,
262072,2672800279,京都府,城陽市,特別養護老人ホーム　ビハーラ本願寺,トクベツヨウゴロウジンホーム　ビハーラホンガンジ,介護老人福祉施設,京都府城陽市奈島内垣内１番地,,34.832365800000000,135.795372600000060,0774-54-0700,0774-54-0701,,社会福祉法人本願寺龍谷会　特別養護老人ホーム　ビハーラ本願寺,2672800279,,,,http://www.vihara-hongwanji.jp,,,,
262030,2671800023,京都府,綾部市,特別養護老人ホーム　いこいの村梅の木寮,トクベツヨウゴロウジンホームイコイノムラウメノキリョウ,介護老人福祉施設,綾部市十倉名畑町久瀬谷2番地,,35.338042900000000,135.348071399999980,0773-46-0101,0773-46-0610,,社会福祉法人京都聴覚言語障害者福祉協会,2671800023,,,87,http://www.kyoto-chogen.or.jp/index.htm,,,,
262030,2671800064,京都府,綾部市,特別養護老人ホーム松寿苑,トクベツヨイウゴロウジンホームショウジュエン,介護老人福祉施設,綾部市田野町田野山2番地の163,,35.287898200000000,135.250232500000040,0773-42-0386,0773-42-5236,,社会福祉法人　松寿苑,2671800064,,,34,http://www.asjn.jp,,,,
263435,2671300206,京都府,井手町,特別養護老人ホーム　いでの里,トクベツヨウゴロウジンホーム　イデノサト,介護老人福祉施設,京都府綴喜郡井手町尾大字井手小字弥勒1番地の1,,34.798407999999990,135.803305799999970,0774-99-4356,0774-99-4525,,社会福祉法人　弥勒会,2671300206,,,0,http://www.fushimi-shimizu.jp/,,,,
262013,2672600422,京都府,福知山市,特別養護老人ホーム六人部晴風,トクベツヨウゴロウジンホームムトベハルカゼ,介護老人福祉施設,京都府福知山市字大内3173-1,,35.253437400000000,135.174693700000030,0773-20-2750,0773-20-2780,,社会福祉法人空心福祉会,2672600422,,,,http://www.skymind.jp,,,,
262048,2671200893,京都府,宇治市,笠取ふれあい福祉センター　特別養護老人ホーム,カサトリフレアイフクシセンター　トクベツヨウゴロウジンホーム,介護老人福祉施設,京都府宇治市西笠取下荘川西7番地の2,,34.926135599999990,135.854366199999960,075-573-2002,075-573-2088,3130005014046,あじろぎ会,2671200893,,,,http://www.uji-hosp.or.jp/,,,,
262072,2672800261,京都府,城陽市,ひだまり久世,ヒダマリクセ,介護老人福祉施設,京都府城陽市久世里ノ西82番地の１,,34.859288200000000,135.766658399999980,0774-54-7539,0774-54-7527,,城陽福祉会,2672800261,,,,http://www.joyofukushikai.com,,,,
262099,2673000044,京都府,長岡京市,特別養護老人ホーム竹の里ホーム,トクベツヨウゴロウジンホームタケノサトホーム,介護老人福祉施設,京都府長岡京市奥海印寺走田1-1,,34.927362100000000,135.675653799999960,075-951-2230,075-951-2211,7130005006378,社会福祉法人海印寺徳寿会,2673000044,,,0,http://www.takenosato-home.com,,,,
262099,2673000168,京都府,長岡京市,特別養護老人ホーム　天神の杜,トクベツヨウゴロウジンホーム　テンジンノモリ,介護老人福祉施設,京都府長岡京市天神二丁目3番10号,,34.925443100000000,135.686769499999970,075-959-1230,075-955-1273,,社会福祉法人　長岡京せいしん会,2673000168,,,0,http://www.tenjin-no-mori.or.jp,,,,
262099,2673000333,京都府,長岡京市,特別養護老人ホーム　第二天神の杜,トクベツヨウゴロウジンホーム　ダイニテンジンノモリ,介護老人福祉施設,長岡京市奥海印寺竹ノ下１９番地,,34.923915099999990,135.671593100000000,075-959-1220,075-957-2112,,長岡京せいしん会,2673000333,,,0,http://www.tenjin-no-mori.or.jp,,,,
262145,2671400196,京都府,木津川市,特別養護老人ホーム山城ぬくもりの里,トクベツヨウゴロウジンホームヤマシロヌクモリノサト,介護老人福祉施設,木津川市山城町上狛天竺堂1番地1,,34.754424100000010,135.823532500000050,0774-86-5460,0774-86-4360,,京都南山城会,2671400196,,,,http://care-net.biz/26/nukumori/,,,,
262013,2672600448,京都府,福知山市,特別養護老人ホーム豊の郷,トクベツヨウゴロウジンホームトヨノサト,介護老人福祉施設,京都府福知山市字大門900番地,,35.304023500000000,135.078006500000010,0773-23-4072,0773-23-4073,1130005010765,社会福祉法人希望の丘福祉会,2672600448,,,0,http://kibounooka.or.jp/,,,,
262056,2672100068,京都府,宮津市,特別養護老人ホーム青嵐荘,トクベツヨウゴロウジンホームセイランソウ,介護老人福祉施設,京都府宮津市字日置７８０番地,,35.603780500000000,135.216802300000040,0772-27-1733,0772-27-2988,3130005009426,社会福祉法人　成相山青嵐荘,2672100068,,,0,http://www.seiransou.jp/,,,,
262056,2672100175,京都府,宮津市,ユニット型特別養護老人ホーム　安寿の里,ユニットガタトクベツヨウゴロウジンホーム　アンジュノサト,介護老人福祉施設,京都府宮津市字由良751番地,,35.517645541224894,135.280401575701970,0772-26-0333,0772-45-1415,6490005004751,社会福祉法人香南会,2672100175,,,,https://kounankai.jp/,,,,
262056,2672100209,京都府,宮津市,マ・ルート,マ・ルート,介護老人福祉施設,京都府宮津市字波路716-3マ・ルート,マ・ルート,35.550590523654890,135.210651719496160,0772-20-1150,0772-20-1154,,社会福祉法人みねやま福祉会,2672100209,,,0,http://www.mineyama-fukusikai.jp,,,,
262129,2672400013,京都府,京丹後市,特別養護老人ホーム久美浜苑,トクベツヨウゴロウジンホームクミハマエン,介護老人福祉施設,京都府京丹後市久美浜町169番地,,35.599622800000000,134.900484900000040,0772-82-1555,0772-82-0114,,社会福祉法人北丹後福祉会,2672400013,,,0,http://www.kitatango.jp,,,,
262129,2673300238,京都府,京丹後市,特別養護老人ホーム　ふるさと,トクベツヨウゴロウジンホーム　フルサト,介護老人福祉施設,京都府京丹後市網野町小浜613番地2,,35.694548200000000,135.037314400000000,0772-72-3400,0772-72-3402,,社会福祉法人　ふるさとの会,2673300238,,,0,,,,,
263222,2671100150,京都府,久御山町,特別養護老人ホーム　久御山しみずの里,トクベツヨウゴロウジンホーム　クミヤマシミズノサト,介護老人福祉施設,京都府久世郡久御山町佐山西ノ口146番地1,,34.874155200000000,135.748841000000000,0774411081,0774416161,,社会福祉法人　弥勒会,2671100150,,,,https://ksmcs.jp/kumiyama/,,,,
262145,2673500316,京都府,木津川市,特別養護老人ホーム山城ぬくもりの里,トクベツヨウゴロウジンホームヤマシロヌクモリノサト,介護老人福祉施設,京都府木津川市山城町上狛天竺堂1-1,,34.754348400000010,135.823574399999980,0774-86-5460,0774-86-4360,,社会福祉法人楽慈会,2673500316,,,,http://www.s-rakuji.com,,,,
262013,2671900054,京都府,福知山市,グリーンビラ夜久野,グリーンビラヤクノ,介護老人福祉施設,京都府福知山市夜久野町平野1030番地,,35.344289000000000,134.935659300000000,0773-38-1031,0773-38-1037,8130005010008,社会福祉法人　仙人福祉事業会,2671900054,,,,http://www.greenvilla.kyoto.jp/,,,,
262013,2671900252,京都府,福知山市,特別養護老人ホーム　みわの里,トクベツヨウゴロウジンホーム　ミワノサト,介護老人福祉施設,福知山市三和町友渕小字大原野79番地132,,35.183575380913880,135.270596068586770,0773-59-2525,0773-59-2526,4130005010408,社会福祉法人清和会みわ,2671900252,,,0,,,,,
262013,2672500176,京都府,福知山市,特別養護老人ホーム五十鈴荘,トクベツヨウゴロウジンホームイスズソウ,介護老人福祉施設,京都府福知山市大江町二俣1607番地,,35.418422199999990,135.158376800000040,0773-56-1981,0773-56-1983,2130005010129,社会福祉法人五十鈴会,2672500176,,,80,http://www.isuzukai.org,,,,
262013,2672600109,京都府,福知山市,特別養護老人ホーム　三愛荘,トクベツヨウゴロウジンホーム　サンアイソウ,介護老人福祉施設,京都府福知山市字猪崎25-1,,35.307780327836280,135.142572030688450,0773-23-1436,0773-23-2857,,社会福祉法人みつみ福祉会,2672600109,,,0,http://www.mitsumi.or.jp/,,,,
262013,2672600083,京都府,福知山市,岩戸ホーム,イワトホーム,介護老人福祉施設,京都府福知山市字猪野々31-1,,35.328034300000000,135.043047900000030,0773-33-3155,0773-33-3724,2120905001748,社会福祉法人　成光苑,2672600083,,,90,http://www.iwato-home.jp/,,,,
262013,2672600117,京都府,福知山市,特別養護老人ホーム　にれの木園,トクベツヨウゴロウジンホーム　ニレノキエン,介護老人福祉施設,福知山市字天田小字大塚14番地の2,,35.283398000000000,135.122643000000000,0773-24-1015,0773-24-1016,9130005009940,社会福祉法人空心福祉会,2672600117,,,,http://www.skymind.jp,,,,
262013,2672600075,京都府,福知山市,サンヒルズ紫豊館,サンヒルズ　シホウカン,介護老人福祉施設,京都府福知山市字榎原小字平180番地の2,,35.296700000000000,135.126562800000000,0773-34-0557,0773-34-0404,,社会福祉法人　成光苑,2672600075,,,0,http://www.shihoukan.jp/,,,,
262021,2672700016,京都府,舞鶴市,特別養護老人ホーム　やすらぎ苑,トクベツヨウゴロウジンホーム　ヤスラギエン,介護老人福祉施設,京都府舞鶴市北浜町3番地-10,,35.469564996816636,135.397634655462950,0773-64-6060,0773-64-2603,,社会福祉法人　大樹会,2672700016,,,80,http://daijukai.jp/,,,,
262021,2672700164,京都府,舞鶴市,特別養護老人ホームグリーンプラザ博愛苑,トクベツヨウゴロウジンホームグリーンプラザハクアイエン,介護老人福祉施設,京都府舞鶴市字市場390番地,,35.475288800000000,135.416739000000000,0773-65-3700,0773-63-1250,6130005011461,博愛福祉会,2672700164,,,,http://www.hakuaien.jp,,,,
262021,2672700040,京都府,舞鶴市,特別養護老人ホーム　真愛の家寿荘,トクベツヨウゴロウジンホーム　シンアイノイエコトブキソウ,介護老人福祉施設,京都府舞鶴市字上安小字中ノ脇1697番地36,,35.474797100000000,135.385991800000060,0773-75-1333,0773-76-7004,2130005011457,社会福祉法人真愛の家,2672700040,,,110,http://www.sinainoie.org,,,,
262021,2672700032,京都府,舞鶴市,特別養護老人ホーム安寿苑,トクベツヨウゴロウジンホームアンジュエン,介護老人福祉施設,上安481番地,,35.455596000000000,135.344651500000050,0773-75-8981,0773-75-9006,7130005011460,社会福祉法人　安寿会,2672700032,,,0,https://maizuru-anjukai.net/,,,,
262021,2672700362,京都府,舞鶴市,グレイスヴィルまいづる,グレイスウ゛ィル　マイヅル,介護老人福祉施設,京都府舞鶴市字布敷小字中島52-1,,35.474797100000000,135.385991800000060,0773-75-7121,0773-78-3322,,社会福祉法人　グレイスまいづる,2672700362,,,0,https://gracemura.org/,,,,
262030,2671800221,京都府,綾部市,特別養護老人ホーム綾部はなみずき,トクベツヨウゴロウジンホームアヤベハナミズキ,介護老人福祉施設,綾部市高津町遠所1番621,,35.304284899999990,135.217662700000000,0773-40-1300,0773-40-1310,6130005008268,社会福祉法人京都眞生福祉会,2671800221,,,0,http://www.shinseifukushikai.jp/hanamizuki/,,,,
262030,2671800072,京都府,綾部市,特別養護老人ホーム　丹の国荘,トクベツヨウゴロウジンホーム　ニノクニソウ,介護老人福祉施設,綾部市小畑町埋野67番地,,35.344556899999990,135.202530100000020,0773-48-0701,0773-48-0027,8130005010503,丹の国福祉会,2671800072,,,0,http://wwwinfo@ninokunifukusikai.com,,,,
262048,2671200042,京都府,宇治市,宇治明星園特別養護老人ホーム,ウジミョウジョウエントクベツヨウゴロウジンホーム,介護老人福祉施設,京都府宇治市菟道岡谷16-3,,34.897343000000000,135.820362899999960,0774-23-6922,0774-23-4602,,社会福祉法人宇治明星園,2671200042,,,,http://www.myoujyo.or.jp,,,,
262048,2671200752,京都府,宇治市,特別養護老人ホームまごころ園,トクベツヨウゴロウジンホームマゴコロエン,介護老人福祉施設,京都府宇治市菟道薮里11番3,,34.903006100000000,135.808713799999960,0774-28-5737,0774-28-5738,,社会福祉法人マイクロ福祉会,2671200752,,,80,http://micro-fukushikai.or.jp,,,,
262048,2671200927,京都府,宇治市,特別養護老人ホーム　宇治愛の郷,トクベツヨウゴロウジンホウム　ウジアイノサト,介護老人福祉施設,京都府宇治市槙島町石橋151-1,,34.903333200000000,135.788840500000000,0774-21-0005,0774-21-0025,,社会福祉法人　京都愛心会,2671200927,,,,http://www.uji-ainosato.jp/,,,,
262048,2671200141,京都府,宇治市,特別養護老人ホーム宇治さわらび園,トクベツヨウゴロウジンホームウジサワラビエン,介護老人福祉施設,宇治市槙島町郡50-1,,34.902927800000000,135.792054199999940,0774-21-6603,0774-21-6860,6139995006833,社会福祉法人　一竹会,2671200141,,,0,http://www.sawarabi.or.jp/,,,,
262048,2671200182,京都府,宇治市,特別養護老人ホーム桃花苑,トクベツヨウゴロウジンホームトウカエン,介護老人福祉施設,宇治市神明石塚39番地62,,34.883827200000006,135.788011200000030,0774-23-8839,0774-23-8845,,社会福祉法人　長安会,2671200182,,,50,http://www.toukaen-uji.com,,,,
262048,2671200554,京都府,宇治市,特別養護老人ホームヴィラ鳳凰,トクベツヨウゴロウジンホームヴィラホウオウ,介護老人福祉施設,京都府宇治市宇治里尻36番35,,34.892981900000000,135.801778799999960,0774-25-2577,0774-25-2788,5130005007089,社会福祉法人悠仁福祉会,2671200554,,,0,https://www.takedahp.or.jp/group/welfare/kyotoninchisho02/index.html,,,,
262048,2671200091,京都府,宇治市,宇治明星園白川特別養護老人ホーム,ウジミョウジョウエンシラカワトクベツヨウゴロウジンホーム,介護老人福祉施設,京都府宇治市白川鍋倉山22番地10,,34.865112700000000,135.812742500000000,0774-21-6055,0774-21-7215,4130005006819,社会福祉法人　宇治明星園,2671200091,,,50,http://www.myoujyo.or.jp,,,,
262056,2672100134,京都府,宮津市,特別養護老人ホーム　夕凪の里,トクベツヨウゴロウジンホーム　ユウナギノサト,介護老人福祉施設,宮津市字波路小字新町２４３３番地,,35.537714204014414,135.205909573957830,0772-22-0428,0772-22-0432,4160005008738,よつば会,2672100134,,,80,https://428kai.or.jp/,,,,
262056,2672100092,京都府,宮津市,特別養護老人ホーム天橋の郷,トクベツヨウゴロウジンホームテンキョウノサト,介護老人福祉施設,京都府宮津市字獅子190番地の4,,35.561640400000016,135.224325000000020,0772-22-0066,0772-22-8585,9130005009429,社会福祉法人北星会,2672100092,,,70,http://www.hokuseikai.or.jp/tenkyonosato/,,,,
262064,2671600043,京都府,亀岡市,特別養護老人ホーム　亀岡園,トクベツヨウゴロウジンホーム　カメオカエン,介護老人福祉施設,京都府亀岡市河原林町河原尻上砂股100,,35.048688700000000,135.573801000000000,0771-24-5408,0771-24-0104,,社会福祉法人　利生会,2671600043,,,100,http://www.rishoukai.com,,,,
262064,2671600423,京都府,亀岡市,特別養護老人ホーム亀岡たなばたの郷,トクベツヨウゴロウジンホームカメオカタナバタノサト,介護老人福祉施設,京都府亀岡市余部町谷川尻１１番地５,,35.011469500000000,135.564415500000000,0771-29-3150,0771-29-3260,6130005008268,社会福祉法人京都眞生福祉会,2671600423,,,0,http://shinseifukushikai.jp/tanabata,,,,
262064,2671600019,京都府,亀岡市,亀岡友愛園,カメオカユウアイエン,介護老人福祉施設,京都府亀岡市本梅町ナベ倉11,,35.020001600000000,135.494016500000040,0771-26-2115,0771-26-3557,,社会福祉法人　友愛会,2671600019,,,0,http://www.yuaien.or.jp,,,,
262064,2671600035,京都府,亀岡市,特別養護老人ホーム第二亀岡園,トクベツヨウゴロウジンホームダイニカメオカエン,介護老人福祉施設,京都府亀岡市ひえ田野町奥条古畑2番地,,35.029700900000000,135.509864699999980,0771-25-9700,0771-25-9701,6130005007906,社会福祉法人利生会,2671600035,,,50,https://www.rishoukai.com/,,,,
262072,2672800071,京都府,城陽市,社会福祉法人和光会特別養護老人ホーム梅林園,シャカイフクシホウジンワコウカイトクベツヨウゴロウジンホームバイリンエン,介護老人福祉施設,京都府城陽市中芦原55番地,,34.832277600000000,135.819581500000030,0774-52-4500,0774-56-0045,,社会福祉法人　和光会,2672800071,,,,https://bairinen.jp/,,,,
262081,2673100133,京都府,向日市,特別養護老人ホーム　サンフラワーガーデン,トクベツヨウゴロウジンホーム　サンフラワーガーデン,介護老人福祉施設,京都府向日市物集女町森ノ下12番地1,,34.962987000000000,135.699821599999950,075-922-1700,075-922-1709,,社会福祉法人　向日春秋会,2673100133,,,,http://www.sgarden.or.jp,,,,
262099,2673000606,京都府,長岡京市,特別養護老人ホーム　旭が丘ホーム紅葉葵,トクベツヨウゴロウジンホーム　アサヒガオカホームモミジアオイ,介護老人福祉施設,京都府長岡京市長岡1丁目44番2号,,34.932493821207790,135.693625069772300,075-952-0111,075-959-0120,1130005006375,社会福祉法人乙の国福祉会,2673000606,,,0,https://www.oz-well.jp/,,,,
262099,2673000051,京都府,長岡京市,特別養護老人ホーム　旭が丘ホーム,トクベツヨウゴロウジンホーム　アサヒガオカホーム,介護老人福祉施設,京都府長岡京市井ノ内朝日寺23番,,34.939833785047140,135.681531610450750,075-955-9000,075-955-4232,1130005006375,社会福祉法人　乙の国福祉会,2673000051,,,92,asahigaoka@oz-well.jp,,,,
262111,2673200222,京都府,京田辺市,特別養護老人ホーム　つつきの郷,トクベツヨウゴロウジンホーム　ツツキノサト,介護老人福祉施設,京都府京田辺市三山木西ノ河原４３－２,,34.800749000000000,135.777844200000000,0774-68-5155,0774-62-6377,7130005009190,社会福祉法人　南山福祉会,2673200222,,,0,http://www.tsutsukinosato.or.jp,,,,
262111,2673200032,京都府,京田辺市,特別養護老人ホーム九十九園,トクベツヨウゴロウジンホームツクモエン,介護老人福祉施設,京都府京田辺市大住池平99番1,,34.839053900000000,135.740963500000020,0774-63-0804,0774-62-7534,,社会福祉法人　幸生福祉会,2673200032,,,0,http://www.tsukumo-en.or.jp,,,,
262111,2673200396,京都府,京田辺市,特別養護老人ホームやすらぎの杜,トクベツヨウゴロウジンホームヤスラギノモリ,介護老人福祉施設,京都府京田辺市同志社山手二丁目1番2,,34.790172199999986,135.776308299999980,0774-68-5800,0774-68-5801,3130005013691,社会福祉法人やすらぎ福祉会,2673200396,,,90,http://www.yasuragifukushikai.or.jp,,,,
262111,2673200081,京都府,京田辺市,特別養護老人ホーム　セピアの園,トクベツヨウゴロウジンホーム　セピアノソノ,介護老人福祉施設,京都府京田辺市飯岡南原41番地,,34.803643300000000,135.794051200000000,0774-65-4881,0774-65-3841,9130005008827,社会福祉法人　愛育会,2673200081,,,50,https://sepianosono.jp/,,,,
262129,2672300015,京都府,京丹後市,特別養護老人ホームいちがお園,トクベツヨウゴロウジンホームイチガオエン,介護老人福祉施設,京都府京丹後市丹後町岩木487番地,,35.725535400000000,135.108297499999930,0772-75-2496,0772-75-2497,6130005010876,社会福祉法人はしうど福祉会,2672300015,,,50,http://www.ichigaoen.com,,,,
262129,2672400062,京都府,京丹後市,特別養護老人ホーム海山園,トクベツヨウゴロウジンホームカイザンエン,介護老人福祉施設,京都府京丹後市久美浜町湊宮467-60,,35.641693800000000,134.925792000000000,0772-83-2111,0772-83-2112,4130005011372,社会福祉法人　太陽福祉会,2672400062,,,0,http://taiyoufukushikai.jp/,,,,
262129,2672200025,京都府,京丹後市,特別養護老人ホームおおみや苑,トクベツヨウゴロウジンホームオオミヤエン,介護老人福祉施設,京丹後市大宮町口大野295番地,,35.591934200000000,135.082766300000000,0772-68-1525,0772-68-1636,7130005010850,丹後大宮福祉会,2672200025,,,0,http://www.oomiyaen.com,,,,
262129,2672200017,京都府,京丹後市,総合老人福祉施設はごろも苑,ソウゴウロウジンフクシシセツハゴロモエン,介護老人福祉施設,京都府京丹後市峰山町長岡2093,,35.596934244181526,135.066139033694870,0772-62-7001,0772-62-5857,4130005010886,社会福祉法人みねやま福祉会,2672200017,,,0,https://www.mineyama-fukusikai.jp/,,,,
